respid,countrycode,q13_1,q13_2,q13_3,q13_4,q13_5,q13_6,q13_7,q13_8,q13_9
36957,1208,0,9,8,3,7,0,8,96,96
36981,1208,3,6,10,5,2,1,7,96,96
36984,1208,4,7,10,5,2,1,8,96,96
36986,1208,6,7,7,6,4,4,7,96,96
37018,1208,10,2,2,6,7,9,4,96,96
37028,1208,10,0,0,0,98,10,98,96,96
37032,1208,4,6,7,5,5,2,8,96,96
37038,1208,5,7,9,0,2,0,7,96,96
37040,1208,4,6,6,1,2,0,8,96,96
37046,1208,4,8,9,6,0,0,9,96,96
37074,1208,10,0,0,5,6,7,5,96,96
37075,1208,4,7,7,6,3,2,8,96,96
37078,1208,10,0,0,0,0,0,98,96,96
37082,1208,10,0,4,2,3,3,3,96,96
37085,1208,4,8,5,5,4,2,7,96,96
37098,1208,6,7,8,6,4,2,7,96,96
37105,1208,4,7,8,5,3,2,7,96,96
37133,1208,4,9,10,5,2,0,10,96,96
37139,1208,4,8,2,6,2,0,8,96,96
37149,1208,5,6,8,0,1,0,6,96,96
37152,1208,5,6,8,6,5,2,7,96,96
37162,1208,98,98,98,98,98,98,98,96,96
37165,1208,4,8,9,5,2,0,8,96,96
37167,1208,8,8,9,3,8,3,8,96,96
37176,1208,4,6,8,5,1,0,8,96,96
37177,1208,10,0,4,5,5,6,2,96,96
37178,1208,6,7,8,5,4,1,8,96,96
37185,1208,7,8,8,2,2,1,9,96,96
37192,1208,4,9,10,5,3,1,6,96,96
37195,1208,9,0,6,0,6,8,5,96,96
37205,1208,2,9,10,1,8,7,98,96,96
37220,1208,6,10,10,7,6,4,9,96,96
37226,1208,10,5,10,5,0,0,10,96,96
37237,1208,4,8,10,5,2,1,8,96,96
37239,1208,6,8,8,7,5,2,10,96,96
37242,1208,0,10,8,7,1,1,9,96,96
37250,1208,10,0,5,8,9,9,1,96,96
37264,1208,1,7,9,2,2,0,7,96,96
37265,1208,4,9,6,5,3,0,7,96,96
37272,1208,6,8,5,3,3,0,7,96,96
37277,1208,2,8,10,2,0,0,8,96,96
37281,1208,6,9,3,5,2,2,8,96,96
37282,1208,5,8,6,6,2,1,8,96,96
37284,1208,5,9,10,7,10,10,6,96,96
37287,1208,4,7,6,2,1,0,6,96,96
37290,1208,2,8,9,4,2,3,8,96,96
37291,1208,0,0,0,0,0,0,0,96,96
37296,1208,4,7,7,6,3,2,98,96,96
37299,1208,4,6,7,5,3,1,7,96,96
37308,1208,7,6,6,7,7,7,6,96,96
37317,1208,6,8,9,2,4,1,7,96,96
37319,1208,5,10,9,4,1,0,10,96,96
37322,1208,3,10,10,5,0,0,10,96,96
37328,1208,5,6,8,0,0,0,5,96,96
37334,1208,4,7,8,2,3,1,8,96,96
37338,1208,5,7,7,5,2,1,9,96,96
37352,1208,6,9,10,5,8,3,7,96,96
37357,1208,6,8,8,5,3,0,7,96,96
37362,1208,5,6,9,4,4,0,9,96,96
37366,1208,6,9,8,5,3,1,7,96,96
37379,1208,98,98,98,98,98,98,98,96,96
37383,1208,0,6,0,4,0,2,0,96,96
37384,1208,1,9,4,4,3,3,7,96,96
37387,1208,3,7,5,5,2,1,8,96,96
37416,1208,3,8,6,2,2,2,9,96,96
37417,1208,6,0,98,2,7,98,98,96,96
37444,1208,5,8,9,6,2,1,8,96,96
37465,1208,5,8,8,6,3,1,7,96,96
37473,1208,98,98,98,98,98,98,98,96,96
37475,1208,6,8,6,6,3,2,8,96,96
37480,1208,0,10,10,5,2,2,10,96,96
37481,1208,4,7,8,5,4,2,7,96,96
37487,1208,6,10,10,10,6,2,10,96,96
37490,1208,4,1,1,1,9,1,1,96,96
37492,1208,4,7,6,5,3,0,7,96,96
37495,1208,8,1,5,3,9,5,3,96,96
37497,1208,10,0,0,6,10,10,0,96,96
37502,1208,10,1,4,1,10,7,2,96,96
37504,1208,2,2,10,5,2,2,6,96,96
37507,1208,2,4,3,0,98,98,98,96,96
37511,1208,6,8,2,3,4,6,6,96,96
37514,1208,6,0,6,4,6,6,4,96,96
37517,1208,6,8,9,6,4,2,8,96,96
37518,1208,3,10,10,3,3,0,9,96,96
37524,1208,4,7,8,5,5,1,8,96,96
37533,1208,10,0,0,98,98,98,98,96,96
37539,1208,10,1,3,5,7,8,5,96,96
37545,1208,98,98,98,98,98,98,98,96,96
37551,1208,5,10,10,5,2,0,10,96,96
37556,1208,98,98,98,98,98,98,98,96,96
37565,1208,6,6,6,6,6,6,6,96,96
37567,1208,8,8,6,9,6,3,7,96,96
37579,1208,5,2,8,3,1,3,4,96,96
37581,1208,0,0,0,98,8,9,5,96,96
37582,1208,2,7,6,5,2,0,7,96,96
37585,1208,6,5,4,3,6,6,5,96,96
37586,1208,7,10,10,6,2,1,10,96,96
37589,1208,4,6,5,5,4,0,10,96,96
37591,1208,6,8,7,6,8,8,7,96,96
37592,1208,5,6,8,4,2,0,8,96,96
37595,1208,10,0,0,6,10,10,0,96,96
37596,1208,2,5,3,2,6,6,5,96,96
37598,1208,0,0,7,0,0,0,3,96,96
37611,1208,3,8,8,5,3,1,5,96,96
37615,1208,98,98,98,98,98,98,98,96,96
37616,1208,98,98,98,98,98,98,98,96,96
37629,1208,5,7,6,2,3,0,7,96,96
37650,1208,2,3,8,0,0,0,10,96,96
37664,1208,4,8,8,5,2,1,9,96,96
37682,1208,9,1,3,2,8,6,4,96,96
37685,1208,6,8,7,5,2,0,8,96,96
37687,1208,98,3,8,5,1,0,7,96,96
37692,1208,6,7,10,5,0,0,9,96,96
37711,1208,8,0,1,5,7,5,5,96,96
37712,1208,5,6,7,5,1,0,8,96,96
37716,1208,4,6,4,6,3,2,7,96,96
37731,1208,5,8,10,6,4,2,8,96,96
37742,1208,2,7,6,6,2,0,6,96,96
37743,1208,1,10,8,3,8,10,2,96,96
37759,1208,10,0,5,0,9,5,5,96,96
37765,1208,6,98,98,5,98,5,98,96,96
37769,1208,5,7,9,6,1,0,6,96,96
37771,1208,7,10,10,10,3,0,10,96,96
37777,1208,5,5,5,5,5,5,5,96,96
37791,1208,7,0,10,1,8,6,0,96,96
37793,1208,2,8,10,4,1,0,9,96,96
37798,1208,5,8,10,4,2,1,8,96,96
37801,1208,3,5,6,4,3,2,7,96,96
37808,1208,5,7,10,0,2,0,7,96,96
37814,1208,0,0,0,10,3,2,0,96,96
37827,1208,98,98,98,98,98,98,98,96,96
37828,1208,5,8,6,6,4,5,5,96,96
37834,1208,0,10,10,0,4,5,7,96,96
37844,1208,6,7,10,7,2,0,8,96,96
37845,1208,5,0,98,5,98,98,98,96,96
37849,1208,10,0,0,10,10,10,0,96,96
37852,1208,0,0,0,0,0,0,0,96,96
37854,1208,98,98,98,98,98,98,98,96,96
37860,1208,4,8,10,5,2,0,7,96,96
37866,1208,2,6,8,3,98,98,98,96,96
37872,1208,5,8,10,7,3,2,8,96,96
37885,1208,5,7,8,5,3,2,7,96,96
37892,1208,5,9,8,5,4,2,8,96,96
37896,1208,4,7,7,5,3,1,8,96,96
37898,1208,9,8,9,8,7,8,9,96,96
37900,1208,3,7,9,4,2,0,8,96,96
37901,1208,4,6,9,5,1,0,7,96,96
37903,1208,7,4,1,6,8,10,4,96,96
37905,1208,8,6,3,4,2,2,2,96,96
37916,1208,4,4,98,2,4,5,7,96,96
37934,1208,6,10,7,6,1,0,10,96,96
37939,1208,0,9,10,6,3,3,7,96,96
37942,1208,98,98,98,98,98,98,98,96,96
37945,1208,4,7,9,5,2,0,7,96,96
37949,1208,6,5,4,5,6,7,3,96,96
37958,1208,8,6,8,5,7,6,4,96,96
37963,1208,0,8,8,2,2,3,7,96,96
37973,1208,98,98,98,98,98,98,98,96,96
37982,1208,5,8,6,5,2,0,6,96,96
37992,1208,0,8,10,6,0,0,4,96,96
37998,1208,5,6,7,1,3,1,6,96,96
38002,1208,10,3,3,4,10,6,4,96,96
38018,1208,4,6,9,5,2,1,7,96,96
38021,1208,98,98,98,98,98,98,98,96,96
38022,1208,6,1,2,8,7,5,8,96,96
38024,1208,4,3,2,2,3,3,3,96,96
38031,1208,0,1,0,1,0,0,0,96,96
38036,1208,98,98,98,98,98,98,98,96,96
38038,1208,5,8,10,6,3,2,9,96,96
38042,1208,5,6,8,98,2,1,7,96,96
38046,1208,3,10,98,5,2,0,10,96,96
38049,1208,8,4,8,1,2,3,2,96,96
38056,1208,98,5,98,98,98,98,98,96,96
38060,1208,4,7,9,5,3,1,8,96,96
38062,1208,7,7,9,6,3,0,8,96,96
38063,1208,98,98,98,98,98,98,98,96,96
38071,1208,2,10,7,4,2,2,8,96,96
38085,1208,0,1,10,1,3,0,5,96,96
38088,1208,5,3,8,1,3,6,8,96,96
38098,1208,6,8,10,6,3,1,8,96,96
38100,1208,3,10,9,0,98,3,7,96,96
38102,1208,5,4,7,9,4,9,4,96,96
38104,1208,4,6,8,98,3,1,98,96,96
38117,1208,10,0,5,7,0,8,1,96,96
38120,1208,0,10,10,10,0,3,5,96,96
38125,1208,5,8,10,7,3,1,9,96,96
38130,1208,8,1,0,3,5,1,9,96,96
38145,1208,4,6,7,3,8,98,5,96,96
38149,1208,4,7,6,5,3,2,7,96,96
38155,1208,6,7,9,5,2,1,6,96,96
38156,1208,4,7,10,4,3,2,10,96,96
38157,1208,6,2,8,5,1,1,7,96,96
38161,1208,98,98,98,98,98,98,98,96,96
38165,1208,5,7,7,6,0,0,7,96,96
38172,1208,3,7,9,4,2,0,6,96,96
38173,1208,4,4,6,4,4,4,4,96,96
38181,1208,8,2,5,4,7,3,6,96,96
38189,1208,5,7,9,1,1,0,7,96,96
38193,1208,0,10,10,0,1,0,9,96,96
38194,1208,3,7,9,4,1,0,7,96,96
38199,1208,5,6,9,4,2,0,7,96,96
38200,1208,3,5,8,4,2,1,4,96,96
38232,1208,5,6,5,3,3,2,6,96,96
38235,1208,10,0,0,5,8,9,0,96,96
38245,1208,8,1,3,6,10,10,0,96,96
38277,1208,8,8,10,4,1,0,10,96,96
38278,1208,1,1,1,1,1,1,1,96,96
38291,1208,98,98,98,98,98,98,98,96,96
38293,1208,0,5,10,0,0,5,10,96,96
38307,1208,5,5,5,5,5,5,4,96,96
38308,1208,2,10,3,8,2,1,6,96,96
38320,1208,4,7,9,2,2,0,6,96,96
38323,1208,10,0,3,1,2,0,1,96,96
38328,1208,9,2,0,10,6,8,7,96,96
38342,1208,98,98,98,98,98,98,98,96,96
38354,1208,10,0,0,2,10,8,5,96,96
38369,1208,5,5,5,5,98,98,98,96,96
38403,1208,7,3,5,3,7,7,4,96,96
38422,1208,98,98,98,98,98,98,98,96,96
38448,1208,5,3,10,3,3,2,5,96,96
38451,1208,98,98,98,98,98,98,98,96,96
38456,1208,3,8,10,0,3,0,8,96,96
38472,1208,5,7,9,5,3,0,8,96,96
38473,1208,1,3,6,1,2,2,8,96,96
38476,1208,6,4,3,0,0,0,4,96,96
38497,1208,0,10,10,10,0,0,8,96,96
38499,1208,98,98,98,98,98,98,98,96,96
38505,1208,10,0,5,5,8,7,4,96,96
38506,1208,98,98,98,98,98,98,98,96,96
38521,1208,1,9,9,5,2,1,8,96,96
38525,1208,5,5,5,5,5,5,5,96,96
38526,1208,3,8,8,5,0,0,7,96,96
38527,1208,5,7,5,6,3,1,9,96,96
38533,1208,3,7,7,3,3,2,7,96,96
38540,1208,4,5,6,5,4,2,4,96,96
38544,1208,0,9,9,0,7,0,8,96,96
38546,1208,98,98,98,98,98,98,98,96,96
38548,1208,7,3,1,5,8,8,98,96,96
38549,1208,98,98,98,98,98,1,98,96,96
38551,1208,4,7,8,5,2,1,7,96,96
38558,1208,0,10,10,5,0,0,10,96,96
38570,1208,0,5,0,10,0,0,0,96,96
38585,1208,4,7,8,1,1,1,5,96,96
38605,1208,0,2,4,0,0,0,0,96,96
38614,1208,1,1,10,1,1,1,1,96,96
38615,1208,3,2,98,3,98,98,98,96,96
38629,1208,3,6,3,4,2,1,7,96,96
38632,1208,4,9,10,3,1,1,9,96,96
38642,1208,3,9,7,6,0,0,7,96,96
38652,1208,5,10,10,3,4,0,7,96,96
38655,1208,3,8,2,5,2,1,7,96,96
38661,1208,3,8,8,98,98,98,98,96,96
38674,1208,5,8,10,6,2,0,9,96,96
38688,1208,10,4,5,4,8,3,5,96,96
38692,1208,5,8,10,8,2,1,10,96,96
38694,1208,10,3,2,3,3,3,2,96,96
38695,1208,5,8,6,6,6,8,6,96,96
38704,1208,4,6,7,5,3,1,6,96,96
38705,1208,98,98,98,98,98,98,98,96,96
38707,1208,4,6,8,3,98,0,7,96,96
38708,1208,9,1,2,7,7,4,98,96,96
38709,1208,5,7,10,5,2,0,8,96,96
38714,1208,0,7,98,98,98,98,7,96,96
38715,1208,98,6,8,4,2,2,7,96,96
38718,1208,10,0,2,7,10,10,0,96,96
38720,1208,5,6,8,3,2,0,7,96,96
38721,1208,7,3,2,2,7,3,4,96,96
38723,1208,4,10,9,7,2,1,8,96,96
38731,1208,5,4,5,6,1,0,8,96,96
38733,1208,3,8,10,4,1,1,9,96,96
38739,1208,9,3,7,2,7,4,4,96,96
38742,1208,5,7,3,6,4,3,8,96,96
38749,1208,4,7,9,5,2,1,7,96,96
38752,1208,98,98,98,98,98,98,98,96,96
38756,1208,3,5,4,2,2,1,5,96,96
38759,1208,5,10,10,0,0,2,10,96,96
38760,1208,10,0,3,6,10,10,3,96,96
38764,1208,6,4,4,6,7,8,5,96,96
38766,1208,6,9,10,6,3,0,8,96,96
38768,1208,2,3,7,1,7,7,4,96,96
38769,1208,10,1,5,3,10,5,5,96,96
38773,1208,98,98,98,98,98,98,98,96,96
38780,1208,8,4,7,7,8,9,4,96,96
38782,1208,5,1,1,8,8,10,2,96,96
38787,1208,98,98,98,98,98,98,98,96,96
38789,1208,9,0,3,0,0,6,0,96,96
38791,1208,4,9,9,9,98,3,98,96,96
38796,1208,4,8,6,3,0,0,7,96,96
38806,1208,7,9,10,6,5,1,10,96,96
